user_id,mood,recent_activity,suggested_activity,timestamp
315,Love/Trust Issues,Give Yourself a Warm Hug – Use physical self-soothing techniques to promote emotional security.,Give Yourself a Warm Hug – Use physical self-soothing techniques to promote emotional security.,2025-02-26T21:38:24.706762+00:00
164,Love/Trust Issues,Slow Deep Breathing (10 Rounds) – Practice deep breathing to regulate emotional responses.,"Hand-on-Heart Exercise – Close your eyes, place your hand on your heart, and take deep breaths to cultivate self-compassion.",2025-03-13T21:38:24.706764+00:00
105,Happiness/Joy,Savor a Happy Memory for 60 Seconds – Close your eyes and relive a joyful moment.,"Hug Yourself Firmly for 10 Seconds – Releases oxytocin, making you feel good.",2025-03-10T21:38:24.706766+00:00
438,Happiness/Joy,Dance to Your Favorite Song – Move your body freely to release feel-good endorphins.,Stretch Arms Up & Smile – Changing posture can improve mood instantly.,2025-02-21T21:38:24.706768+00:00
462,Sadness/Despair,"Warm Drink Ritual – Hold and sip a warm tea or coffee, focusing on the warmth and taste.","Mindful Walking – Take a slow walk, paying attention to your breathing and steps.",2025-02-21T21:38:24.706770+00:00
479,Sadness/Despair,Sway to Music Slowly – Play a calming song and gently move your body.,"10-Minute Sunlight Break – Step outside, close your eyes, and feel the sun on your skin.",2025-03-11T21:38:24.706772+00:00
167,Pride/Confidence,Power Pose for 2 Minutes – Stand confidently with hands on hips and chin up to boost self-assurance.,Repeat: “I am capable and strong.” – Use verbal affirmations to build confidence.,2025-03-06T21:38:24.706774+00:00
294,Anxiety/Stress,"Progressive Muscle Relaxation – Tense each muscle for 5 sec, then release.",Listen to Nature Sounds – Play ocean waves or birds chirping for 5 minutes.,2025-02-21T21:38:24.706776+00:00
242,Belonging/Connection,Do a Random Act of Kindness – Perform a kind gesture to build a sense of belonging.,Practice a 30-Second Smile at Yourself in the Mirror – Improve self-confidence and social ease.,2025-02-18T21:38:24.706777+00:00
491,Pride/Confidence,Read or Watch an Inspiring Story – Draw motivation from stories of perseverance and success.,Read or Watch an Inspiring Story – Draw motivation from stories of perseverance and success.,2025-03-08T21:38:24.706779+00:00
293,Pride/Confidence,List 3 Skills You Have Mastered – Reinforce self-trust by recognizing personal achievements.,"Take a 5-Minute Victory Walk – Walk with pride, as if celebrating a win.",2025-02-17T21:38:24.706781+00:00
245,Love/Trust Issues,Journaling to Release Pain – Write about emotions and experiences to process heartbreak.,Write: “What Do I Need to Feel Safe?” – Identify emotional needs to build trust in relationships.,2025-02-22T21:38:24.706783+00:00
329,Anxiety/Stress,Write & Rip Technique – Write down worries and tear the paper. Imagine throwing stress away.,Self-Hug – Wrap your arms around yourself and squeeze gently for 30 seconds.,2025-02-19T21:38:24.706785+00:00
412,Empathy/Compassion,Visualize Walking in Someone Else’s Shoes – Imagine another’s perspective to enhance understanding.,"Smile at a Stranger – Foster social connection through a simple, kind gesture.",2025-02-14T21:38:24.706787+00:00
169,Curiosity/Awe,"Ask a “What If?” Question – Think creatively about possibilities, such as time travel.","Ask a “What If?” Question – Think creatively about possibilities, such as time travel.",2025-03-02T21:38:24.706789+00:00
298,Love/Trust Issues,Slow Deep Breathing (10 Rounds) – Practice deep breathing to regulate emotional responses.,Listen to Calming Love Songs – Use music as a tool to soothe emotional wounds.,2025-03-15T21:38:24.706791+00:00
329,Love/Trust Issues,Do One Thing That Makes You Feel Loved – Engage in a comforting activity that brings joy and warmth.,Slow Deep Breathing (10 Rounds) – Practice deep breathing to regulate emotional responses.,2025-02-14T21:38:24.706793+00:00
388,Pride/Confidence,Visualize a Past Success – Strengthen self-belief by recalling a moment of accomplishment.,Write a Letter to Your Future Self – Encourage yourself by acknowledging strengths and aspirations.,2025-03-02T21:38:24.706794+00:00
411,Happiness/Joy,Stretch Arms Up & Smile – Changing posture can improve mood instantly.,"Hug Yourself Firmly for 10 Seconds – Releases oxytocin, making you feel good.",2025-03-11T21:38:24.706796+00:00
334,Comparison/Social Pressure,Digital Detox for 30 Minutes – Step away from social media to reduce comparison-driven anxiety.,Digital Detox for 30 Minutes – Step away from social media to reduce comparison-driven anxiety.,2025-02-15T21:38:24.706798+00:00
420,Anger/Resentment,"Tear Paper into Small Bits – Write your anger down, then tear the paper into tiny pieces.","Tear Paper into Small Bits – Write your anger down, then tear the paper into tiny pieces.",2025-02-20T21:38:24.706800+00:00
361,Sadness/Despair,Look at Happy Photos – Scroll through old photos that bring back happy memories.,List 3 Things You're Grateful For – Write 3 small positive things from today.,2025-02-20T21:38:24.706802+00:00
321,Belonging/Connection,Practice a 30-Second Smile at Yourself in the Mirror – Improve self-confidence and social ease.,Join an Online Forum or Community Related to Your Interests – Engage with like-minded individuals.,2025-02-20T21:38:24.706804+00:00
439,Belonging/Connection,Give a Genuine Compliment to Someone – Encourage positive social interactions.,Look at an Old Group Photo & Reflect on Positive Moments – Recall happy memories to reinforce connection.,2025-03-04T21:38:24.706806+00:00
446,Disappointment/Regret,Set a Small Goal – Achieve something simple to rebuild confidence.,List Past Successes – Remind yourself of previous accomplishments.,2025-03-04T21:38:24.706808+00:00
434,Love/Trust Issues,Do One Thing That Makes You Feel Loved – Engage in a comforting activity that brings joy and warmth.,Slow Deep Breathing (10 Rounds) – Practice deep breathing to regulate emotional responses.,2025-03-10T21:38:24.706810+00:00
419,Nostalgia/Irony,Flip Through an Old Photo Album – Reflect on past experiences and emotions.,Look at a Childhood Toy or Object (or Find an Image of It) – Spark warm memories of the past.,2025-02-18T21:38:24.706812+00:00
207,Love/Trust Issues,Do One Thing That Makes You Feel Loved – Engage in a comforting activity that brings joy and warmth.,Create a “What I Want in Love” List – Clarify personal relationship standards and desires.,2025-03-04T21:38:24.706813+00:00
435,Sadness/Despair,List 3 Things You're Grateful For – Write 3 small positive things from today.,"10-Minute Sunlight Break – Step outside, close your eyes, and feel the sun on your skin.",2025-03-14T21:38:24.706815+00:00
214,Curiosity/Awe,Write a Question You’d Love to Find the Answer To – Spark curiosity by formulating an intriguing question.,Try a “Beginner’s Mind” Exercise – Observe an everyday object as if seeing it for the first time.,2025-02-23T21:38:24.706817+00:00
487,Curiosity/Awe,Look at the Sky for 2 Minutes – Observe clouds or stars to experience a sense of wonder.,Go for a Walk in a New Direction – Explore a new route to experience novelty and excitement.,2025-03-01T21:38:24.706819+00:00
105,Belonging/Connection,Join an Online Forum or Community Related to Your Interests – Engage with like-minded individuals.,Write 3 Things You Like About Yourself – Boost self-acceptance and confidence.,2025-02-28T21:38:24.706821+00:00
329,Anxiety/Stress,Listen to Nature Sounds – Play ocean waves or birds chirping for 5 minutes.,"Progressive Muscle Relaxation – Tense each muscle for 5 sec, then release.",2025-03-05T21:38:24.706823+00:00
416,Happiness/Joy,Smell Something Pleasant – Inhale a favorite scent like citrus or lavender.,Stretch Arms Up & Smile – Changing posture can improve mood instantly.,2025-03-12T21:38:24.706825+00:00
394,Empathy/Compassion,Write Down What You Love About Someone – Focus on positive attributes to strengthen connections.,Help Someone Anonymously – Perform a kind act without seeking recognition.,2025-03-04T21:38:24.706827+00:00
254,Curiosity/Awe,Read a Random Wikipedia Page – Discover something new by exploring unexpected topics.,"Ask a “What If?” Question – Think creatively about possibilities, such as time travel.",2025-03-05T21:38:24.706829+00:00
142,Happiness/Joy,Savor a Happy Memory for 60 Seconds – Close your eyes and relive a joyful moment.,Savor a Happy Memory for 60 Seconds – Close your eyes and relive a joyful moment.,2025-02-27T21:38:24.706831+00:00
302,Sadness/Despair,"10-Minute Sunlight Break – Step outside, close your eyes, and feel the sun on your skin.",Humming or Singing – Hum a tune or sing a song that makes you feel comforted.,2025-02-14T21:38:24.706833+00:00
122,Sadness/Despair,Sway to Music Slowly – Play a calming song and gently move your body.,"Warm Drink Ritual – Hold and sip a warm tea or coffee, focusing on the warmth and taste.",2025-03-12T21:38:24.706835+00:00
109,Shame/Guilt,Guided Meditation on Self-Acceptance – Sit quietly and focus on accepting your imperfections.,"Self-Compassion Exercise – Say: \“I am human, and mistakes help me grow.\”",2025-03-14T21:38:24.706837+00:00
443,Anger/Resentment,"Clench & Release Fists – Clench fists tight for 5 sec, then release, repeating 5 times.","Tense & Release Shoulders – Shrug up to your ears, hold for 5 sec, then release.",2025-02-23T21:38:24.706838+00:00
468,Pride/Confidence,"Take a 5-Minute Victory Walk – Walk with pride, as if celebrating a win.","Try a ""Yes, I Can"" Mantra – Repeat this phrase 10 times to reinforce self-efficacy.",2025-02-17T21:38:24.706840+00:00
363,Comparison/Social Pressure,Affirmation: “I Am Enough” – Strengthen self-worth by affirming personal value.,List 3 Things You’ve Achieved Lately – Remind yourself of personal progress.,2025-02-16T21:38:24.706842+00:00
206,Shame/Guilt,"Self-Compassion Exercise – Say: \“I am human, and mistakes help me grow.\”",Guided Meditation on Self-Acceptance – Sit quietly and focus on accepting your imperfections.,2025-02-16T21:38:24.706844+00:00
387,Shame/Guilt,Talk to Yourself Like a Friend – Imagine what you would say to comfort a friend.,"Mirror Affirmations – Look in the mirror and say: ""I am enough.""",2025-03-05T21:38:24.706846+00:00
388,Disappointment/Regret,"Write a ""Worst-Case Scenario"" & Counter It – Helps reframe negativity.",Reframe the Thought – Write one lesson learned from the experience.,2025-02-23T21:38:24.706848+00:00
212,Anger/Resentment,"Write an Angry Letter (Then Destroy It) – Write down your feelings, then shred or burn the letter safely.","Tense & Release Shoulders – Shrug up to your ears, hold for 5 sec, then release.",2025-02-18T21:38:24.706850+00:00
323,Sadness/Despair,List 3 Things You're Grateful For – Write 3 small positive things from today.,List 3 Things You're Grateful For – Write 3 small positive things from today.,2025-02-20T21:38:24.706852+00:00
120,Pride/Confidence,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,"Take a 5-Minute Victory Walk – Walk with pride, as if celebrating a win.",2025-02-20T21:38:24.706854+00:00
108,Curiosity/Awe,Listen to an Instrumental Song You’ve Never Heard – Engage curiosity through unfamiliar music.,Stare at a Beautiful Photo or Artwork – Take in visual beauty to activate a sense of awe.,2025-02-25T21:38:24.706855+00:00
383,Anger/Resentment,Fast 5-Minute Walk – Walk briskly to release pent-up frustration.,"Tear Paper into Small Bits – Write your anger down, then tear the paper into tiny pieces.",2025-02-28T21:38:24.706857+00:00
178,Anxiety/Stress,"Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.","Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.",2025-02-24T21:38:24.706859+00:00
329,Curiosity/Awe,Stare at a Beautiful Photo or Artwork – Take in visual beauty to activate a sense of awe.,Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,2025-02-27T21:38:24.706861+00:00
399,Comparison/Social Pressure,List 3 Things You’ve Achieved Lately – Remind yourself of personal progress.,Engage in a Hobby You Love – Redirect focus to enjoyable and fulfilling activities.,2025-02-14T21:38:24.706863+00:00
454,Sadness/Despair,List 3 Things You're Grateful For – Write 3 small positive things from today.,List 3 Things You're Grateful For – Write 3 small positive things from today.,2025-02-19T21:38:24.706865+00:00
